Sents;Class;;;;;
For the time being at least, the BMW Group is in a unique position within the automotive industry.;0;;;;;
As such, the plant constitutes a key element of the Group logistics arrangements.;0;;;;;
 Sustainability within the value-added chainsSustainability criteria are a fundamental part of our purchasing terms and conditions and supplier assessments.;0;;;;;
Among other requirements, we expect our suppliers toguarantee that sub-suppliers also comply with our exacting standards.;0;;;;;
Our Top Two position in the Supply Chain category of the Dow Jones Sustainability Index in2012 is testament to the high standards we set.;0;;;;;
Further information on risk management procedures applied within the Purchasing and Supplier network is provided in the risk report.;0;;;;;
Sustainability aspects also play a key role in the selection and assessment of our suppliers.;0;;;;;
The customary distribution of tasks between manufacturers and suppliers within the automotive sector creates economic benefits, but also exposes contracting parties to a certain degree of mutual dependence.;0;;;;;
As part of a policy of preventative risk management implemented within the purchasing function, suppliers are assessed for technical competence on the one hand and financial strength on the other, during both the development and production phases of our vehicles.;0;;;;;
Suppliers risks at a local level also play an increasingly important role in the context of decision-making.;3;;;;;
As part of our catalogue of procedures, for instance, we also assess the extent to which supplier sites are exposed to natural hazards, such as floods or earthquakes, thus reducingour exposure to parts supply risks.;0;;;;;
In this context, we manage sustainability risks using a systematic three-stage risk management approach, comprising risk filters, modularly designed supplier risk evaluation questionnaires and external sustainability audits.;0;;;;;
In addition to managing risk, we are also constantly on the alert to identify opportunities, including options for using resources more efficiently. ;3;;;;;
Material supplies were nevertheless fully assured at all times by means of appropriate early intervention measures.;1;;;;;
Medium and long-term purchase contracts with fixed pricing arrangements for raw materials such as steel and plastics are also in place.;4;;;;;
A description of the methods applied for risk measurement and hedging is provided in the notes to the Group Financial Statements.;0;;;;;
As the leading provider of premium vehicles, the BMW Group operates the supply chain together with its partners.;0;;;;;
The focus here is on achieving the right balance between quality, innovation, flexible supply structures and competitive costs.;0;;;;;
The BMW i3 incorporates a large number of innovations, implemented thanks to the coordinated efforts of our suppliers and our own in-house component manufacturing resources.;0;;;;;
Furthermore,the new generation of the MINI marks the start of frontwheel drive architecture for the BMW Group.;0;;;;;
In accordance with the basic principle applied that production follows the market, the BMW Group is increasingly shifting value-added processes into its respective sales markets, thus providing a further defence againstcurrency exposures.;0;;;;;
The Purchasing and Supplier team is also responsible for component production sites and carries out regular comparative analyses to ensure the efficiency supplier netwoRk of our in-house component production facilities.;1;;;;;
The expansion of the Landshut production plant for carbon fibre parts emphasises the importance that they attach to it as a competence centre for lightweight construction and electromobility.;0;;;;;
This investment in technology provides the basis for the large scale automated series production of carbon fibre parts in the Group.;1;;;;;
The increasing trend towards modular-based production with a set of common architectures covering various models and product lines exacerbates the consequences of the loss of a supplier or failure to supply on time.;2;;;;;
As part of the supplier preselection process, the BMW Group is careful to ensure that its future business partners come up to the same high ecological, social and corporate governance standards by which the BMW Group is generally measured.;0;;;;;
Suppliers are assessed on the basis of the BMW Group Sustainability Standard which is applied throughout the worldwide supplier network.;0;;;;;
The principal tool for ensuring compliance with the BMW Group Sustainability Standard is a three stage sustainability and risk management approach comprising a BMW Group-specific sustainability risk filter, a sustainability questionnaire and a sustainability audit.;0;;;;;
In addition, the technical and financial capabilities of suppliers especially those supplying for modularbased production are continuously monitored during both the development and production phases of the Groups vehicles.;0;;;;;
Supplier sites are assessed for exposure to natural hazards, such as floods or earthquakes,in order to identify supply risks at an early stage and implement appropriate countermeasures.Raw materials management procedures are in place tomitigate the risk of a production interruption due toshortages of supplies of critical raw materials.;0;;;;;
The supply risk is also reduced by developing and implementing systems governing minimum inventory levels.;1;;;;;
The primary focus of the BMW Group purchasing and logistics activities is to achieve an optimal balance of quality, innovation, flexible supply structures and competitive cost.;0;;;;;
We go to great lengths to design the supply chain with our business partners, thus ensuring that we can react rapidly and flexibly at all times to fluctuations in order volumes. ;4;;;;;
Most of the BMW start-ups were concentrated on Europe and the NAFTA region.;0;;;;;
The production start of the new X4 at the Spartanburg plant resulted in a broader supplier base within the NAFTA region.;0;;;;;
Close collaboration with external business partners and the Groups own in-house component production team resulted in the introduction of numerous innovations.;4;;;;;
For the BMW Group, it will also entail a further increase in NAFTA-based purchases in the coming years, whilst at the same time contributing to currency hedging.;0;;;;;
In view of these developments, the BMW Groups decentralised organisational structures in the NAFTA region have been strengthened and newly aligned.;0;;;;;
Important chassis and drive components for the BMW i models are produced at the Dingolfing plant.;0;;;;;
The active management of sustainability risks along the supplier chain reduces compliance and image risks.;0;;;;;
With this in mind, the BMW Group has integrated a comprehensive system of sustainability management in its purchasing processes.;0;;;;;
Despite the environment, the Purchasing and Supplier Network ensures that the Groupis capable of flexibly responding to fluctuations in demand when purchasing production materials, raw materials, capital goods and services.;1;;;;;
The main focusis on high quality standards, innovation, a flexible and reliable supply structure and competitive costs.;1;;;;;
The Group remains committed to its strategy of maintaining a regionally balanced growth in sales volume, production and purchasing volumes.;4;;;;;
This strategy also makes an important contribution to natural hedging against currency risks.;0;;;;;
Investments in state-of-the-art manufacturing facilities and efficient structures ensure the competitiveness of in-housecomponent production.;0;;;;;
Research will be conducted at the centre on new materials, composite material concepts and production processes for future vehicle generations, encompassing a wide range of technologies.;0;;;;;
Activities include the procurement and quality assurance of production materials, raw materials, capital goods and services.;1;;;;;
External suppliers are selected systematically on the basis of competitiveness according to the criteria of quality, innovation, flexibility and cost.;1;;;;;
The risk of individual suppliers suffering capacity bottlenecks increased during the period under report, mainly reflecting the huge rise in volumes that needed to be mastered.;3;;;;;
Activities have been focused particularly on the ability to respond quickly to changing demand for various types of drive train technology. ;3;;;;;
In order to ensure over the long term the flexibility and competitiveness of internal component production, the BMW Group invests in state-of-the-art production facilities and efficient structures. ;0;;;;;
The BMW Group has therefore integrated comprehensive sustainability management in its purchasing processes. ;0;;;;;
Production problems incurred by suppliers could lead to increase dexpenditure for the BMW Group through to interruptions in production and a corresponding reduction in sales.;0;;;;;
The increasing complexity of the supplier network, especially at the level of lower tier suppliers, whose operations can only be indirectly influenced by the Group, is a further potential cause of downtimes at supplier locations.;3;;;;;
The increased threat of IT attacks on the supplier network in particular has resulted in a more critical assessment of the risk situation.;3;;;;;
If purchasing risks materialised, they could have a high earnings impact over the two-year period.;0;;;;;
The risk amount attached to purchasing risksi s classified as high.;0;;;;;
The analysis of raw material price risk is based on planned purchases of raw materials and components containing those raw materials.;1;;;;;
If risks relating to raw material prices were to materialise, they would likely have a low earnings impact over the two year assessment period.;0;;;;;
A low risk level is attached to these risks.;0;;;;;
Significant opportunities could arise if raw material prices developed favourably for the Group.;1;;;;;
Changes in commodity prices are monitored on the basis of a well-defined management process.;1;;;;;
Theprincipal objective is to increase planning reliability for the BMW Group.;0;;;;;
Price fluctuations for precious metals, non-ferrousmetals and, to some extent, for steel and steel ingredients and energy are hedged using financial derivatives or supply contracts with fixed pricing arrangements;0;;;;;
As a large-scale manufacturing company, the group is exposed to purchase price risks, particularly in relation to raw materials used in vehicle production.;3;;;;;
The analysis of raw material price risk is based on planned purchases of raw materials and components containing those raw materials.;0;;;;;
If risks relating to raw material prices were to materialise, they would likely have a low earnings impact over the two year assessment period.;0;;;;;
A low risk level is attached to these risks.;0;;;;;
Significant opportunities could arise if raw material prices developed favourably for the Group.;1;;;;;
Changes in commodity prices are monitored on the basis of a well-defined management process.;1;;;;;
The principal objective is to increase planning reliability for the BMW Group.;0;;;;;
With its purchasing strategy, the Group is pursuing the goal of increasing its own competitiveness and at the same time contributing towards cutting customs costs.;4;;;;;
Thisis achieved, for example, through localisation in free trade areas with minimum requirements in terms of local value creation and through the intelligent controlling of material flows within a global network. ;0;;;;;
The BMW Group purchasing function also works to ensure the greatest possible flexibility to allow for short-term changes in trade policy.;0;;;;;
Purchasing risks relate primarily to supply risks caused by the failure of a supplier as well as risks associated with the quality of bought-in parts.;0;;;;;
Production problems incurred by suppliers could lead to increased expenditure for the BMW Group through to interruptions in production and a corresponding reduction in sales.;3;;;;;
The increased threat of cyber attacks along the supplier chain also give cause for a more critical assessment of the risk situation, in this case in anticipation of future potential risks relating to security of supply and the protection of internal know-how.;3;;;;;
If purchasing risks were to materialise, they could have a high earning simpact over the two-year assessment period.;0;;;;;
The risk amount attached to purchasing risks is classified as high.;0;;;;;
Close cooperation between carmakers and suppliers in the development and production of vehicles and the provision of services generates economic benefits, but also increased dependency.;4;;;;;
Potential reasons for the failure of individual suppliers include in particular increased IT-related risk, non-compliance with sustainability or quality standards, insufficient financial strength of a supplier, the occurrence of natural hazards, fires and insufficient supply of rawmaterials.;0;;;;;
In order to ensure a uniform level of security for all parties concerned along the added valueŠsupply chain, the BMW Group focuses on obtaining evidence of appropriate IT security certification fromits suppliers.;0;;;;;
As part of supplier pre-selection, the BMW Group checks for compliance with the sustainability standards for the supplier network.;0;;;;;
This includes compliance with internationally recognised human rights and applicable labour and social standards.;0;;;;;
The principal means for ensuring compliance with the Sustainability Standards is a three-stage risk management system for sustainability.;0;;;;;
The technical and financial capabilities of suppliers are monitored, especially where modular-based production is concerned.;2;;;;;
Supplier sites are assessed for exposure to natural hazards, such as floods or earthquakes, in order to identify supply risks at an early stage and implement appropriate precautions.;0;;;;;
In order to minimise supply risks of raw materials, the BMW Group draws up measures to reduce the use of raw materials or to substitute alternative raw materials.;1;;;;;
In order to attain a very high level of quality, it may become necessary to invest in new technological concepts or discontinue planned innovations, with the result that the cost of materials could exceed levels accounted for.;3;;;;;
By monitoring and developing global suppliermarkets, the Group continuously strives to optimise its competitiveness by working together with the world best product and service providers.;4;;;;;
Obviously, not all buyer-supplier relationships are to bemanaged in the same way.;0;;;;;
Research findings indicate that successful supply chain management requires the effective and efficient management of a portfolio of relationships (Bensaou 1999).;0;;;;;
Kraljic (1983) introduced the first, comprehensive portfolio approach for the use in purchasing and supply management.;0;;;;;
By categorizing products in a 2x2 matrix, sensible guidelines were given for managing supplier relationships.;0;;;;;
The Kraljic portfolio approach is generally considered as an important breakthrough in the development of theory in the field ofpurchasing and supply management (Syson 1992).;0;;;;;
In general, purchasing portfolio models aim at developingand implementing differentiated purchasing strategies.;0;;;;;
Web-based procurement of MRO items (Croom 2000), specification processes (Nellore 2000), engineering purchasing-supplier interaction (Nellore and Taylor 2000), facilitation of an internal process of change (Axelsson etal.;0;;;;;
2000), and interorganizational competence development situations (Momme 2000).;0;;;;;
Still, Kraljicâ€™s fundamental ideas and concepts dominate the discipline.;0;;;;;
The purpose of this article is to provide new perspectives on Kraljics model, reporting on some important advancements in the use of a portfolio approach in purchasing and supply management.;0;;;;;
This article addresses a major problem area with respect to Kraljics approach: the nature of the strategic recommendations.;0;;;;;
The results are based on a case study research, conducted at a large industrial company that is structured around a number of fairly autonomous business groups.;0;;;;;
Its general idea is to minimize supply risk and make the most of buying power.;2;;;;;
This explains the choice of dimensions: accounting for risk on the one hand, and using buying power on the other hand.;0;;;;;
Kraljic approach includes the construction of a portfolio matrix that classifies products on the basis of two dimensions: profit impact and supply risk;0;;;;;
Each category requires a distinctive approach toward suppliers (see Figure 1).;0;;;;;
Non-critical items require efficient processing, product standardization, order volume, and inventory optimization.;1;;;;;
Leverage items allow the buying company to exploit its full purchasing power, for instance through tendering, target pricing, and product substitution.;2;;;;;
Bottleneck items cause a lot of problems and risks. ;3;;;;;
Volume insurance should be realized by means of supplier control, security of inventories, and backup plans.;3;;;;;
A further analysis of the strategic items is recommended.;4;;;;;
Purchasing portfolio analysis has subsequently become the dominant approach to what the profession regards as operational professionalism.;0;;;;;
Kraljic (1983) made a reasonable case for the usefulness of the portfolio approach by describing the experiences of some large industrial companies.;0;;;;;
Now, many years later, the purchasing portfolio approach is being used by several other large companies, for instance Shell, Alcatel, Philips, AkzoNobel, OcÃ©, and Siemens (van Weele 2000).;0;;;;;
In a survey of Dutch companies, Boodie (1997) found that nearly 50 percent of the responding purchasing managers indicated that they used Kraljic for formulating purchasing strategies.;0;;;;;
Of the large companies, with more than 5,000 employees, 85 percent reported to use the portfolio analysis.;0;;;;;
In contrast with the growing popularity of portfolio techniques, there is a lack of empirical research providing insights and evidence on their actual use.;0;;;;;
Based on an extensive literature review, Olsen and Ellram(1997b) concluded that normative research is needed on how to manage different types of buyer-supplier relationships.;0;;;;;
Current research does not reveal how purchasing professionals handle the problem of positioning commodities and suppliers into the portfolio, how they actually develop purchasing strategies, and what results are derived from using portfolio techniques.;0;;;;;
Through this in-depth case study, which is to be followed by others, the authors try to overcome these shortcomings. ;0;;;;;
Strategic recommendations for the portfolio categories are usually summarized into simple concepts, like  volume insurance.;3;;;;;
If one takes a closer look at the nature of these strategic recommendations, one must conclude that they are rather generic by nature, providing only rough indications for the most appropriate supplier strategies.;0;;;;;
Moreover, they merely react and adapt to prevailing circumstances, taking the current power and dependence structure within the supply chain for granted.;0;;;;;
Purchasing professionals could always look for possibilities to move to other, strategically more attractive positions in the matrix.;0;;;;;
It is not clear if and how other positions in the matrix are to be pursued through the implementation of a recommended purchasing strategy (Gelderman 2000).;0;;;;;
The Kraljic framework does not provide guidelines for moving commodities and/or suppliers around the different categories. ;0;;;;;
First, because of the apparently limited research on the actual use and possibilities of purchasing portfolio approaches.;0;;;;;
Publications are conceptual or anecdotal by nature.;0;;;;;
Second, case study research is preferable when the research questions focus mainly on.;0;;;;;
The authors wanted to gain insights in the use and the possibilities of a portfolio approach, exploring and identifying the advanced practices of an experienced company.;0;;;;;
The questions in the research deal with exploratory issues, rather than frequencies or incidence.;0;;;;;
Firms frequently procure a large quantity and variety of products, works and services to execute their operational responsibilities and satisfy various plans and policies of the organization.;0;;;;;
The purchasing strategies, tend to have a large influence on the overall performance of the organization.;0;;;;;
There is an imperative that the firms employ a professional purchasing approach.;0;;;;;
Kraljic proposed a purchasing portfolio modeling approach, where the strategy was based on classifying purchase items into four portfolio quadrants vis-a-vis their relative contribution towards supply risk and profit impact for the firm.;0;;;;;
As such, the Kraljic Portfolio Matrix (KPM) aims at matching external risks and opportunities with the internal needs of the buying firm (Duboisand Pedersen, 2002).;0;;;;;
Furthermore, the KPM seems to handle the power dependence problems€”balance, exploit, and diversify€”in many purchasing situations by focusing on how to exploit the firms purchasing power vis-a-vis suppliers and reduce the risk to an acceptable minimum (Caniels and Gelderman, 2007 Â¨ ).;0;;;;;
Furthermore, Gelderman and Semeijn (2006) have suggested that the KPM framework facilitates internal coordination and places emphasis on cross-functional teamwork to improve the internal coordination within business units.;0;;;;;
"While the KPM has significantly influenced professional purchasing and inspired academic research till this day (e.g., Lee and Drake,2010; Pagell et al., 2010; Terpend et al., 2011), it has also received a fair degree of criticism.";0;;;;;
In sum, the KPM is an effective tool for discussing, visualizing and illustrating the possibilities of the development of differentiated purchasing strategies (Gelderman and Van Weele, 2005, p. 21), and thus has been characterized as one of the best single diagnostic and prescriptive tools for purchasing and supply management (Syson, 1992).;0;;;;;
Selecting the dimensions, such as supply risk and profit impactis challenging , and the factors that determine the dimensions of the KPM are difficult to obtain.;0;;;;;
Giving weights to these dimensions is a difficult task, positioning of the items in the portfolio matrix by the purchasing managers are subjective and makes the portfolio models imprecise.;0;;;;;
 Involving suppliers to assign different purchasing strategies to commodities. ;4;;;;;
It also faces demarcation problems with respect to its dimensions due to the subjective categorization of the commodities for placing themin the KPM using dichotomous variables for both supply risk and profit impact.;0;;;;;
It proposes the use of a fuzzy multi-attribute decision making approach to assign the importance weights to different supply risk and profitimpact dimensions, and further, to incorporate a MultidimensionalScaling approach to objectively position the commodities in a continuous scale of 1 to 1 for appropriate classification in theKPM.;0;;;;;
We apply our approach by positioning the major works and services procured by the Rural Development Department of a state government in India around the KPM framework.;0;;;;;
"Over the years, a large number of scholars has contributed to the research on purchasing portfolio models by proposing and/or empirically investigating new portfolio dimensions and perspectives for classifying commodities (e.g., Olsen and Ellram, 1997;Nellore and Soderquist, 2000) Â¨ or suppliers (e.g., Buvik and Reve,2001; Mota and Castro, 2005; Tang, 1999).";0;;;;;
Besides the more traditional internal (e.g., purchasing volume, strategic importance) and external (e.g., supply market risk, rate of innovation) dimensions and perspectives, more extensive ones, such as patterns of the firm strategic intent for a given purchase, the environment in which a purchase is made, and the stances adopted by buyers in dealing with their suppliers (Terpend et al., 2011, p. 75) have lately been proposed and investigated.;0;;;;;
All this research has in common that it mostly builds on and extends the portfolio matrix proposed by Kraljic (1983).;0;;;;;
There is also vast literature that used purchasing portfolio approaches to derive recommendations for firm€™ purchasing strategies, buyer“supplier relationships, or organizational structures.;0;;;;;
A common understanding is also that all commodities and buyer “supplier relationships are to be administered differently while assigning purchasing strategies to different commodities or suppliers, because the characteristics of commodities or buyer“supplier relationships (or groups thereof) differ from one another.;0;;;;;
For example, Ramsay (1994) explored the interdependency of relationships between buyers and suppliers, where in the relationship depends on the attractiveness of the offer made by both groups based on the availability of resources with them.;0;;;;;
They used a contingency-inspired framework to model the relationships among products internal cooperation and inter-organizational relations.;4;;;;;
They described the interfirm relationship considering transaction cost analysis.;4;;;;;
They used asset specificity, frequency of economic exchange, and uncertainty associated with the exchange of resources between the buyer and supplier as the core dimensions of a transaction.;0;;;;;
Zolkiewski and Turnbull (2002) identified three sets of relationships€”customer (existing and potential), supplier (existing and potential) and indirect (e.g., government, competitors, suppliers™ suppliers and regulatory bodies€”within a network.;0;;;;;
They recommended that (1) the firms should identify the organizations that use each of the three or a combination of the three portfolios of relationships and (2) position the organizations within the portfolio of relationships.;0;;;;;
Dubois and Pedersen proposed an industrial network portfolio approach to procure industrial products.;1;;;;;
They explained the development of strategic supplier portfolios considering risks, trade-offs, and interdependencies of relationships between the firm and its suppliers.;4;;;;;
Kamann (2007) designed a stakeholder based model considering three organizational elements: policies(P), organization (O) and processes (P).;0;;;;;
He described three POP elements that help to translate the selected organizational strategy into an appropriate supplier strategy and to clarify the idealized mix of suppliers in terms of portfolio archetypes.;0;;;;;
Kraljic (1983) suggested that all commodities and all buyer “supplier relationships are not to be managed in the same way.;0;;;;;
The purchasing portfolio model aims at developing differentiated purchasing and supplier strategies through classifying commodities on the basis of two dimensions: supply risk and profit impact .;0;;;;;
The general idea is to classify the commodities as per their preferred purchasing strategy that leads to minimize the supply risk and make most out of the buying power to enhance the purchasing performance and the yield oforganizations.;0;;;;;
1).Each of the four categories requires a distinctive approach towards suppliers.;0;;;;;
"By plotting the buying strengths against the strengths of the supply market, three basic power positions are identified and associated with three different supplier strategies: balance, exploit, and diversify (Gelderman and Semeijn, 2006;Gelderman and Van Weele, 2003).";0;;;;;
Caniels and Gelderman (2005 Â¨ ,2007) used data from Dutch purchasing professionals to verify the credibility of the Kraljic model and the factors used in the theoretical dimensions of supply risk and profit impact.;0;;;;;
They found theoretical and real situations that largely satisfy the purchasing strategies while assigning different commodities to the KPM.;0;;;;;
Several authors have used similar approaches to determine priority weights.;0;;;;;
For example, Deng (1999) used theFuzzy-Analytic Hierarchy Process (FAHP) approach and showed that by being able to handle imprecise preference ratings of experts, the approach yields better results as compared to the traditional AHP approach used by Haq and Kannan (2006).;0;;;;;
Furthermore, Chouand Chang (2008) and Padhi and Mohapatra (2009) used FuzzySMART and FAHP-SMART (Simple Multi-Attributes Ranking Technique) to evaluate both qualitative and quantitative types ofattributes.;0;;;;;
(2009) used fuzzy membership function to calculate the utility score of the attributes of the inhibiting type.;0;;;;;
In this research we utilize the FAHP-SMART approach of Padhi andMohapatra (2009) to determine the importance weights of the supply risk and profit impact dimensions.;0;;;;;
The application of the methodology for mapping commodities in the KPM is demonstrated with data pertaining to the Rural Development Department (RDD) of a state government in India.;0;;;;;
This RDD procures a large variety and quantity of products, works, and services in order to carry out their normal operational responsibilities to implement various plans and policies.;0;;;;;
The products range from office consumables to scientific equipment, the works range from painting of walls to constructing a bridge, and the services range from transport to consultancy services.;0;;;;;
To procure these commodities, the organization follows various purchasing strategies, including spot purchasing, competitive bidding, request for quotation, rate contract, open cry auction, umbrella agreement and agreement through negotiation (Padhi and Mohapatra, 2010).;0;;;;;
The methodology proposed is applied to the procurement of 20 works and services in the RDD.;0;;;;;
Browsing the website of the departments of state government to learn about the procurement of works and services in the RDD to get the details regarding type of purchasing portfolio used, tender awarding time, type of works and services, and awarded cost of works and services.;0;;;;;
Government departments in India procure 262 types of products,works and services (fewer than 34 headings) to carry out their normal operational responsibilities and to implement various plans and policies (www.tenderindia.com).;0;;;;;
Of these, products, works and services the RDD of the state government purchases 32 types of works/services most frequently.;0;;;;;
Based on the total cost of purchase done bythe RDD in the year 2005â“2006 (CMIE July 2005), 20 works/services have been selected that account for the 95% of the annual purchase value employing the Pareto analysis as shown in Fig.;0;;;;;
2.Next, we designed two questionnaires to obtain data pertaining to supply risk and profit impact attributes for various works and services procured by the RDD.;0;;;;;
The first questionnaire addressed the importance scores of the supply risk and profit impact attributes (AppendixA).;0;;;;;
The second questionnaire addressed the identification of a list of major works and services procured by the RDD, and was used for finding out the performance scores with respect to supply risk andprofit impact dimensions (Table 4).;0;;;;;
In each questionnaire, respondents (five for the first and 23 for the second questionnaire) were asked to indicate the degree to which they agree with each statement on a 10-point scale (Table 1).;0;;;;;
In this, the preference distance among Painting works, Warehousing, Repair and maintenance works, Sanitary works, Shed construction, and Fencing/wall works, based on the two aspects ofevaluation criteria is very short (i.e., they are very similar).;0;;;;;
If one takes supply risk and profit impact into account together, then these services are perceived to be the noncritical services (due to low supply risk from contractor side and also have low profit impact).;1;;;;;
However Indian organizations are lagging behind their global counter partsi n adopting the KPM.;0;;;;;
To promote the application of the KPM, the current research used data collected in the Rural Development Department of a state government in India.;0;;;;;
The approaches for positioning commodities in the KPM suggested in the literature are mainly based on subjective judgment of the decision makers to position the commodities in thedifferent quadrants of the KPM.;0;;;;;
They lack analytical rigor, where subjective positioning of commodities may lead to erroneous outcomes and may adversely affect the outcome of purchasing strategy implementation.;0;;;;;
To position the commodities in the KPM, this research employs the fuzzy multi-utility scoring approach to determine the importance weights of the supply risk and profit impact dimensions andattributes and preference scores of the works and services.;1;;;;;
The MDS approach was performed to identify and position the similar groups of works/services using the Euclidean distance measure of the preferences scores obtained.;0;;;;;
Thereafter, government procurement experts were asked to evaluate and verify the position of the works/services, obtained from the proposed analysis, to obtain a clear visual dimensional map.;0;;;;;
The proposed approach is managerially relevant since it improves the quality and confidence of managerial judgment.;0;;;;;
Moreover, the proposed approach reduces the dimensions to supply risk and profit impact and facilitates a clear representation of the dimensions to map the works/services to the four quadrants of the KPM.;0;;;;;
As the supply risk and profit impact attributes are dynamic andchange with time, in future one can investigate new attributes thatpotentially contribute to the two dimensions of the KPM whilemapping the works/services.;0;;;;;
Involvement of suppliers in the survey for classifying the works/services should also be explored.;0;;;;;
Within the Purchasing and Supplier Network, opportunities arise above all in the area of global sourcing through increased efficiency and the use of innovations developed by suppliers, which can lead to a broader range of products.;2;;;;;
Making full use of location specific cost factors, in particular through local supplier structures in close proximity to new and existing production plants and the introduction of new, innovative production technologies, could lead to lower cost of materials.;1;;;;;
One goal of the BMW Group is to manufacture battery cells in Europe and to establish the relevant value chain for cell production.;0;;;;;
In order to secure Group electrification strategy, a contract was signed for the supply of battery cells.;3;;;;;
The plant is currently under construction in Thuringia.;0;;;;;
The Group offers innovative suppliers numerous possibilities for creating specific contractual arrangements which are attractive for those developing innovative solutions.;4;;;;;
At regular intervals, the BMW Group honours its most inventive suppliers with the Supplier Innovation Award.;0;;;;;
The BMW Group expects these opportunities to have no significant earnings impact over the assessment period as compared to the assumptions made in the outlook.;0;;;;;
The international orientation of the Purchasing and Supplier Network provides the Group with good access to global procurement markets.;4;;;;;
It is responsible for the worldwide procurement and quality assurance of production materials, raw materials, capital goods and services as well as the manufacturing of vehicle components produced in-house.;1;;;;;
External suppliers are selected systematically on the basis of competitiveness according to the criteria of operating excellence,quality, innovation, flexibility, cost and sustainability.;0;;;;;
These criteria also play an essential role in the selection and assessment of suppliers and apply across the entire supplychain.;0;;;;;
Sustainability management therefore creates greater transparency for both the BMW Group andits suppliers.T;0;;;;;
The Group is in continuous contact with battery cell manufacturers and demands disclosure of the origin of this critical raw material.;4;;;;;
It has also made its information on the subject of cobalt, such as the smelters and countries of origin, publicly available and updates it regularly.;0;;;;;
From 2020 onwards, the Group plans to purchase cobalt for fifth-generation battery cells directly from mines in Morocco and Australia and make it available to its supply chain partners.;0;;;;;
The strategy increases transparency regarding the origin of the raw material.;0;;;;;
Phe proportion of purchase volumes attributable to the Americas region grew in 2019, mainly due to the significant increase in vehicle production in Spartanburg,USA, and the start-up of the vehicle plant in San Luis, Mexico.;1;;;;;
Growth in the region will continue in future with the ramping up of production in Mexico.;0;;;;;
DSM, the actual case company, was invited to participate in the research because of its extensive experience with the portfolio approach in a large number of businesses.;0;;;;;
Hence, a selected, limited number of executives and purchasing professionals were interviewed.;0;;;;;
The informants were chosen for their specialized knowledge of and experience with the use of portfolio models in real-life purchasing.;0;;;;;
Of course, the director of purchasing services was used as the prime key informant.;0;;;;;
The choice is justified by the fact that the authors wanted to interview an official with a clear overview of the entire purchasing operation.;0;;;;;
Other informants were chosen through as now balling technique whereby the first informant nominated knowledgeable respondents, i.e., purchasing specialists and business unit managers.;0;;;;;
This, because the authors wanted to include and account for possible differences in experience and views, by confronting the decentral perspectives of the respective business unit managers to the likely more central perspective of the director of purchasing services.;0;;;;;
The interview guide canbe found in the Appendix. ;0;;;;;
The company is divided into 16 business groups that are subsequently subdivided into business units.;0;;;;;
DSM is a sizable customer with a $6 billion (USD) purchase expenditure that represents 70 percent of the firm total revenue.;0;;;;;
An important objective is the achievement of purchasing synergy and leverage across business units.;2;;;;;
DSM operates in a number of global markets where price and cost are always key success factors.;2;;;;;
Pressure on prices and margins is omnipresent, which explains why chemical companies are always looking for opportunities to reduce cost, improve productivity, and improve the value proposition to customers.;0;;;;;
Central to DSM purchasing practice is its strong price performance orientation in its dealings with suppliers.;2;;;;;
It is aimed at starting and guiding strategic discussions with business group management.;0;;;;;
The philosophy of DSM is that the Kraljic matrix should serve as a framework for an in depth discussion with representatives from the business groups involved.;0;;;;;
Preferably, cross-functional teams should decide on and substantiate their points of view with respect to the position of purchases in the matrix.;0;;;;;
For the purchasing portfolio analysis, a Kraljic-likeapproach is being used with comparable dimensions for the classification of products and product categories: (1) the strategic importance of the purchase and (2) the supply risk.;0;;;;;
Views and plans are challengedas an internal warranty of quality.;0;;;;;
The importance of a purchase is assessed in terms of the value added by product line, the percentage of purchased products as part of total cost, and the impact on the company profitability.;0;;;;;
The importance dimension is therefore quite similar to Kraljic originalœprofit impact. ;0;;;;;
The drawback of this method is that the validation of measures is limited.;0;;;;;
However, there is no belief in a quantitative approach for measuring values of the dimensions: It is better to be roughly right, than exactly wrong. ;0;;;;;
Points of view have to be substantiated by facts and figures with respect to underlying factors and variables.;0;;;;;
Management is forced into acritical evaluation of supply markets, suppliers, and purchase practices.;0;;;;;
These views are in line with Steele and Court (1996) who considered the lack of objective measurement as a beneficial characteristic.;0;;;;;
Long-term savings are connected to the use of the portfolio approach, be it that the real savings should be attributed to the development and implementation of purchasing and supply strategies.;4;;;;;
An estimated sum of $100 million (can be accounted to a more integrated purchasing approach, taking advantage of the possibilities of leverage and synergy across business groups.;2;;;;;
The portfolio analysis is an important tool, especially for discussing, visualizing and illustrating the possibilities of professional purchasing and supply management.;0;;;;;
In the course of time, the purchasing portfolio approach has contributed to the awareness of purchasing possibilities and the professionalizing of purchasing within the business units/groups.;0;;;;;
To conclude, an important benefit of Kraljicâ€™s portfolio model is that the actualusing and customizing lead to a better understanding of the strategic issues at hand.;0;;;;;
Leverage items are preferred to most other items.;2;;;;;
DSM is always looking for possibilities to move to other, better positions in the matrix, within the bounds of possibility.;0;;;;;
The in-depth interviews identified the most common strategic switches, from one category to another.;0;;;;;
The research revealed conditions leading to the choice of various purchasing strategies and new positions in the matrix;0;;;;;
For the bottleneck items, DSM aims at increasing buying power and developing new opportunities, reducing the dependence on a supplier to an acceptable level.;1;;;;;
An important point concerns the question of whether standardization of requirements is possible.;1;;;;;
